"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj"
"LINC00605";0.189912545742717;-0.000165229508703518;0.006;0.004;1
"ANKDD1A";0.190116465705324;-0.00216405594690199;0.023;0.019;1
"PLXDC1";0.190166822479064;0.000475848743435951;0.005;0.004;1
"CAPN12";0.19023425766412;-0.00436695857044497;0.042;0.037;1
"NAT1";0.19035185784585;6.6432608277215e-05;0.013;0.011;1
"AGMO";0.190425143765308;-0.000901139552563995;0.015;0.012;1
"RASA4B";0.190619140457546;0.00147915778124975;0.003;0.002;1
"F10-AS1";0.190682556503264;0.00127956024653309;0.003;0.002;1
"RHOQ";0.190760390036931;-0.0166770130933605;0.122;0.111;1
"RP11-483I13.5";0.190763544784305;0.000356120239561886;0.009;0.007;1
"LINC00908";0.190869793004765;0.00032847242270458;0.005;0.004;1
"RP11-85A1.3";0.19087289783033;0.00101994111197323;0.003;0.002;1
"IL34";0.190981624933361;-0.00190953334420393;0.02;0.017;1
"C7orf57";0.191001349651857;0.00114910032035948;0.005;0.004;1
"AC097721.2";0.191042207497853;0.00081813550944563;0.003;0.002;1
"YPEL2";0.191232184232985;-0.0212063698145565;0.1;0.09;1
"RP11-452L6.5";0.191241015839967;0.000859838956445735;0.009;0.007;1
"IMPAD1";0.19139885474555;-0.00718883522406698;0.103;0.094;1
"LINC00524";0.19146596518476;-0.000149209793916642;0.003;0.002;1
"TOMM20L";0.19148717120696;9.18046813454037e-05;0.003;0.002;1
"SCARB1";0.191532145857331;-0.0202913956649672;0.105;0.095;1
"GPX1";0.191538501438104;-0.0309281483512969;0.937;0.911;1
"TSIX";0.191847937991729;0.000185132274573797;0.003;0.002;1
"KANSL3";0.191853271457278;-0.015260902219247;0.094;0.085;1
"PRDM10";0.191875731518699;-0.0025731708352897;0.02;0.017;1
"AF131215.8";0.191918472739122;0.000491344884888697;0.005;0.004;1
"GUCY2F";0.191932896894367;-0.000354121204718811;0.003;0.002;1
"ARHGAP5-AS1";0.192015581735679;-0.00128443106109689;0.046;0.041;1
"NNMT";0.192103792148929;-0.00185293960669047;0.013;0.011;1
"TMEM74B";0.192289203901317;-0.00837780851844079;0.017;0.02;1
"ITGB1BP2";0.19233223307208;0.000295527148915971;0.005;0.004;1
"CNNM4";0.192332238921715;-0.0050176281155767;0.052;0.047;1
"AC004893.11";0.192387468957514;-0.00143600809519773;0.013;0.011;1
"CEP44";0.19259993256603;-0.00637824406442741;0.078;0.07;1
"ARHGAP18";0.19281661022743;-0.0063092307382057;0.041;0.036;1
"BSPRY";0.192849241083823;-0.0229282897052994;0.066;0.07;1
"GAB2";0.192910169704972;-0.00608310285287723;0.045;0.04;1
"EPHX2";0.192960633458715;-0.029821078506359;0.15;0.136;1
"CTD-2616J11.11";0.193238699670429;0.000990559699246946;0.003;0.002;1
"TAC4";0.19325932756647;0.000744163936298714;0.003;0.002;1
"RP11-500G10.5";0.193300588210859;0.000764138155618049;0.003;0.002;1
"CHSY3";0.193383128910323;0.000793458979558018;0.003;0.002;1
"KIAA0319";0.193486341183968;0.000278729177832396;0.003;0.002;1
"NMUR1";0.193506988492458;0.000585735153509777;0.003;0.002;1
"PQLC3";0.193523098280653;-0.0121394127850348;0.101;0.092;1
"FOXJ1";0.193537794296305;-0.00119641645414151;0.013;0.01;1
"VDAC2";0.193595773843443;-0.00149620070128598;0.901;0.849;1
"AVP";0.193651564959931;0.000261414397175096;0.003;0.002;1
"TULP2";0.193692887086921;0.000451600761122722;0.003;0.002;1
"CRYGS";0.193755191323242;0.000323862385105306;0.005;0.003;1
"RP11-11M20.4";0.193779179268306;-0.000309305154073628;0.005;0.004;1
"CABP7";0.193835314332363;0.00082934343248155;0.005;0.003;1
"ZFYVE9";0.193847296876264;-0.0149067031293771;0.082;0.074;1
"C5orf38";0.194069798042388;-0.0273664375964732;0.196;0.18;1
"XXbac-BPG181B23.7";0.194125108176494;-0.000425452735802954;0.005;0.004;1
"SPATA17";0.194134691608764;-0.0011950369241618;0.011;0.009;1
"NBPF26";0.194159678415876;-0.00140792970704415;0.009;0.007;1
"MRPS21";0.194412851340735;0.00307185239004104;0.972;0.945;1
"RHOBTB2";0.194489050055293;0.000784357966507259;0.023;0.02;1
"RRAS2";0.194496569493948;-0.02727515697232;0.462;0.423;1
"PLB1";0.194534148790384;0.0014505746781353;0.005;0.003;1
"LINC01588";0.194543759226268;0.00112196199050454;0.003;0.002;1
"C21orf62";0.194610930954903;0.00106907746095133;0.005;0.003;1
"SGK3";0.194772015855692;-0.00256770439035684;0.02;0.017;1
"RP11-274B21.10";0.194865116544071;0.000912285110391587;0.003;0.002;1
"FAM189A2";0.19488928594751;-0.0053264476920552;0.009;0.011;1
"RP11-277A4.4";0.194905313570882;0.000944091347164112;0.003;0.002;1
"LINC00887";0.195025941143038;0.000912313327066456;0.003;0.002;1
"ZNF395";0.195036474926915;-0.0255098192314629;0.076;0.081;1
"UBE2F-SCLY";0.195126505938815;0.000270501313141395;0.003;0.002;1
"RP11-379B8.1";0.195126505938815;0.000579784695467256;0.003;0.002;1
"CLEC19A";0.195162959339618;-0.0032326263442893;0.024;0.021;1
"BORA";0.195292477998257;-0.0203325271925236;0.099;0.089;1
"LPCAT2";0.195334374028639;-0.00138478866195721;0.02;0.016;1
"RP11-468N14.13";0.195347882340258;0.000257451650869241;0.003;0.002;1
"TTLL3";0.195387312608427;-0.00112563192749182;0.033;0.029;1
"PLAC8L1";0.195423427258512;0.000717869328834193;0.005;0.003;1
"RP11-134K13.4";0.195465819461311;0.00147898126562626;0.003;0.002;1
"THSD7B";0.195468710694635;0.000273088004222685;0.003;0.002;1
"C1orf234";0.195504907540845;0.00171719820099179;0.003;0.002;1
"ZAR1";0.195504907540845;0.000468411167201957;0.003;0.002;1
"ERVV-1";0.19554400135049;0.00143342136249127;0.003;0.002;1
"C3orf35";0.195549293364816;-0.000140363103060987;0.003;0.002;1
"USP46-AS1";0.195557916382231;0.000821578932911735;0.005;0.003;1
"PDE8A";0.195605349087521;-0.00133496673324959;0.016;0.014;1
"DPH1";0.195742949850924;0.000160075872325883;0.005;0.003;1
"RP11-540A21.2";0.195746466655834;0.00175657672339241;0.004;0.003;1
"ZFP57";0.195770992865974;-0.000853804253123033;0.001;0.003;1
"WASIR2";0.195780876965834;0.00161283230634987;0.004;0.003;1
"GPRIN3";0.195816612870615;-0.00161538330592022;0.001;0.003;1
"XX-FW80269A6.1";0.195862240666117;-0.00135938325027959;0.001;0.003;1
"HIST1H1E";0.195865648408036;-0.00869397259489078;0.045;0.04;1
"C2orf50";0.195881764500471;0.00127793495270302;0.004;0.003;1
"PCDHB7";0.195915678396046;0.000810752811599036;0.003;0.002;1
"ZBTB21";0.19601264592583;-0.0114026944501772;0.055;0.049;1
"KCNIP4";0.196062855193189;0.000641493420625089;0.005;0.003;1
"B4GALNT1";0.196069489541911;0.00156739247311986;0.004;0.003;1
"RP11-347C12.11";0.196092309865894;0.00126050821403224;0.004;0.002;1
"METTL20";0.196188894350135;-0.00676940477073072;0.009;0.011;1
"CTD-2527I21.7";0.196189876795393;0.00111840572407338;0.003;0.002;1
"ANGPTL6";0.196209473149018;0.000296937836390365;0.003;0.002;1
"KCNK15";0.196228614509186;0.000807955929047502;0.004;0.003;1
"TMPRSS13";0.196321785233454;0.0013543950758232;0.054;0.048;1
"RP11-118F19.1";0.196385904868834;0.000498086822348632;0.003;0.002;1
"NPIPB4";0.196435216163872;0.000892246926630634;0.004;0.002;1
"MLXIP";0.19643692036688;-0.0287161147764147;0.199;0.181;1
"ACTR3C";0.196463737324837;0.00118626459161622;0.004;0.003;1
"DSCAML1";0.196530545819537;0.00148294993368822;0.004;0.002;1
"TMPPE";0.196551711791299;0.00140128955070859;0.004;0.003;1
"CDX4";0.196569686499041;0.000995311943544792;0.004;0.003;1
"RP11-449J21.5";0.196590795980902;0.000694653094953254;0.004;0.003;1
"LRG1";0.196675677515465;0.000715560674114081;0.004;0.003;1
"CADPS2";0.196681652063926;-0.0116401186680932;0.08;0.072;1
"SP2-AS1";0.196719958336227;0.0011590607006362;0.004;0.003;1
"RP11-171I2.2";0.196739116904707;0.000724457458967193;0.003;0.002;1
"VTN";0.196759475237929;0.00102211811504218;0.004;0.002;1
"SRP14-AS1";0.196874022163074;-0.00613355804704243;0.048;0.042;1
"LINC00862";0.197022602481638;0.000926780381362269;0.004;0.003;1
"RP4-647C14.3";0.197022602481638;0.000161679002594259;0.004;0.003;1
"MUC5B";0.197127803708019;0.000518146528939338;0.004;0.003;1
"GNMT";0.197173002004041;0.000591576981403865;0.004;0.003;1
"SLITRK6";0.19723738879906;-0.000698705990382152;0.008;0.006;1
"ADAM12";0.197299250137307;-0.00341613817168269;0.025;0.022;1
"NANOS3";0.197507388850908;2.56253646765368e-05;0.004;0.003;1
"ASGR1";0.197627817835161;-0.0381337064756514;0.112;0.117;1
"SP7";0.197630567516034;3.21790872296604e-06;0.004;0.003;1
"TEX12";0.197826725887585;7.41635272735147e-05;0.004;0.003;1
"LCMT1";0.197845966002724;-0.0186822580367123;0.703;0.63;1
"NR3C2";0.197853616735275;-0.000666123521892679;0.004;0.003;1
"AC107081.5";0.197863090320903;-0.000224228401965567;0.004;0.003;1
"DBP";0.198034194825945;-0.0578589586772917;0.166;0.166;1
"RP11-247L20.4";0.198081379622899;-0.000725372952596214;0.004;0.003;1
"EPHA8";0.198233992315883;-0.000703537245186129;0.011;0.008;1
"TRIM21";0.198260804209486;-0.00401022350111415;0.028;0.024;1
"CDH11";0.198331489066379;-0.0259837174692748;0.119;0.108;1
"NOTCH1";0.19841826895222;-0.0215145701032501;0.153;0.139;1
"CRIM1";0.198464156785132;-0.00350289464351966;0.039;0.035;1
"ACY1";0.198664345521029;-0.000648190975367851;0.004;0.003;1
"TEKT2";0.198697468147171;-0.00402726136032074;0.028;0.024;1
"KANK4";0.198799595776524;-0.000151313518792294;0.011;0.008;1
"DIO2";0.198814213424691;-3.41093822757606e-06;0.008;0.006;1
"FGF19";0.198857170187324;-0.023752224121215;0.105;0.095;1
"ZNF565";0.19904094497005;-0.00168093798160979;0.026;0.023;1
"NINL";0.199088272374086;-0.0249595829775976;0.127;0.115;1
"RFFL";0.199116237109264;-0.0115643399731338;0.068;0.061;1
"EXOC3-AS1";0.199182639979311;-0.0076472179799417;0.054;0.048;1
"M6PR";0.199292871267127;-0.0454108380595643;0.46;0.41;1
"RPPH1";0.199453857879346;0.000783275780498697;0.028;0.024;1
"DRAM1";0.199512490233388;-0.00275090747283567;0.063;0.057;1
"NUP50-AS1";0.199534088813397;-0.00622765217928073;0.05;0.045;1
"RBAK";0.199540967360739;-0.00563358317313918;0.048;0.042;1
"BRWD1";0.199627686210124;-0.040901584104293;0.278;0.251;1
"ITGAM";0.199652628033069;-0.00135799269296909;0.001;0.002;1
"TP53TG5";0.199736790484786;-0.00152806990161323;0.001;0.002;1
"RP11-557L19.1";0.199792913180447;-0.00164685304318403;0.001;0.002;1
"RP11-390F4.10";0.199849047392801;-0.00195429690019276;0.001;0.002;1
"LGALS16";0.199933270307155;-0.0019724450058528;0.001;0.002;1
"TCF15";0.199950232775955;-0.0019554262241271;0.008;0.006;1
"PARP12";0.200232372014679;0.00167717190114764;0.017;0.014;1
"IL17D";0.200509286319691;-0.00362313293339426;0.016;0.013;1
"EEF2K";0.200693983120317;-0.0114561282576979;0.067;0.06;1
"C7orf25";0.200849103887647;0.000879803276598354;0.008;0.006;1
"RYR2";0.20098739676768;-0.000712402948325854;0.011;0.008;1
"ATP6V0D2";0.201140653859413;-0.0064782364253851;0.009;0.011;1
"KMT2A";0.201196407415725;-0.0417399285873506;0.33;0.299;1
"CLIP3";0.201369583115933;-0.0274655051077868;0.217;0.198;1
"RP11-355B11.2";0.201508079274207;-0.000109925841799086;0.01;0.008;1
"LTB4R";0.201555695637093;-0.000822498487229394;0.02;0.017;1
"UHRF1BP1";0.201686381936974;-0.00911623408547534;0.076;0.069;1
"PDLIM7";0.202153024702688;-0.0248332182807907;0.754;0.682;1
"PRAMEF12";0.20216601280773;-0.000516853183028431;0;0;1
"PLA2G2D";0.20216601280773;-0.000478881037054975;0;0;1
"RP3-340N1.6";0.20216601280773;-0.00090191795949164;0;0;1
"RP11-109P14.10";0.20216601280773;-0.00022465660389053;0;0;1
"RP11-329N22.1";0.20216601280773;-0.000451607141587581;0;0;1
"KLF17";0.20216601280773;-0.00037395410139412;0;0;1
"C8B";0.20216601280773;-0.000345271164637556;0;0;1
"RP11-63G10.2";0.20216601280773;-0.000467395686493783;0;0;1
"AC000032.2";0.20216601280773;-0.000485140183774497;0;0;1
"AC241377.2";0.20216601280773;-0.000292225183679596;0;0;1
"INSRR";0.20216601280773;-0.000314245418027657;0;0;1
"C1orf204";0.20216601280773;-0.000382217919074919;0;0;1
"RP11-280O1.2";0.20216601280773;-0.000397086612455436;0;0;1
"LAX1";0.20216601280773;-0.000420059834511629;0;0;1
"LINC00303";0.20216601280773;-0.000604178285003101;0;0;1
"TRAF3IP3";0.20216601280773;-0.000662453249476925;0;0;1
"RP11-400N13.2";0.20216601280773;-0.000294077463305771;0;0;1
"LINC00184";0.20216601280773;-0.00043918731721082;0;0;1
"TPO";0.20216601280773;-0.000285499636899128;0;0;1
"RP11-439M11.1";0.20216601280773;-0.000541290097431447;0;0;1
"AC109826.1";0.20216601280773;-0.000189611891239275;0;0;1
"MARCO";0.20216601280773;-0.000357306222937256;0;0;1
"GPR17";0.20216601280773;-0.000264746331529678;0;0;1
"MAP3K19";0.20216601280773;-0.000539356648432326;0;0;1
"ZSWIM2";0.20216601280773;-0.000290621970541452;0;0;1
"RP11-486F17.1";0.20216601280773;-0.000295708480775527;0;0;1
"AC007563.3";0.20216601280773;-0.000490738816762707;0;0;1
"CIDEC";0.20216601280773;-0.000344150248595387;0;0;1
"GADL1";0.20216601280773;-0.000330777468637365;0;0;1
"RP11-24C3.2";0.20216601280773;-0.000495400801846346;0;0;1
"LINC01212";0.20216601280773;-0.000265806461728083;0;0;1
"FRG2C";0.20216601280773;-0.000589663624093113;0;0;1
"RP11-451B8.1";0.20216601280773;-0.000248186508952876;0;0;1
"RP11-768G7.2";0.20216601280773;-0.000493296189477403;0;0;1
"CD86";0.20216601280773;-0.000289827578050273;0;0;1
"MUC13";0.20216601280773;-0.000534577708483579;0;0;1
"CFAP99.1";0.20216601280773;-0.000334356571598883;0;0;1
"KCNIP4-IT1";0.20216601280773;-0.000543036548764761;0;0;1
"UCHL1-AS1";0.20216601280773;-0.000331041617157359;0;0;1
"TMPRSS11A";0.20216601280773;-0.000257176715987546;0;0;1
"RP11-556I14.1";0.20216601280773;-0.000639292007607719;0;0;1
"GYPA";0.20216601280773;-0.000387678831301337;0;0;1
"LINC01207";0.20216601280773;-0.000324425090578362;0;0;1
"RP11-287F9.2";0.20216601280773;-0.000224914489359328;0;0;1
"MIR3945HG";0.20216601280773;-0.000214305766186171;0;0;1
"CTD-3080P12.3";0.20216601280773;-0.000235743796790005;0;0;1
"ZNF366";0.20216601280773;-0.000496721286262674;0;0;1
"LINC01336";0.20216601280773;-0.000334097279230388;0;0;1
"CTD-2249K22.1";0.20216601280773;-0.000652120775305045;0;0;1
"CTC-384G19.1";0.20216601280773;-0.00054398086225025;0;0;1
"CTD-2260A17.1";0.20216601280773;-0.000400467417831345;0;0;1
"RP11-325L7.2";0.20216601280773;-0.000267540778203709;0;0;1
"PCDHGC5";0.20216601280773;-0.000332755255392713;0;0;1
"AC005740.6";0.20216601280773;-0.000303533461885578;0;0;1
"CTC-255N20.1";0.20216601280773;-0.000545754952883506;0;0;1
"GRPEL2-AS1";0.20216601280773;-0.000725519835712068;0;0;1
"KIF4B";0.20216601280773;-0.0004624885136676;0;0;1
"CTB-120L21.1";0.20216601280773;-0.000608094268460806;0;0;1
"LINC01202";0.20216601280773;-0.000267484856572958;0;0;1
"LINC00518";0.20216601280773;-0.000438953598263944;0;0;1
"LINC00581";0.20216601280773;-0.00033625323548706;0;0;1
"PRL";0.20216601280773;-0.000292436327719501;0;0;1
"TNF";0.20216601280773;-0.000547476867756255;0;0;1
"RP1-50J22.4";0.20216601280773;-0.000288756825048681;0;0;1
"ADGRF1";0.20216601280773;-0.00104754700170752;0;0;1
"RP3-483K16.4";0.20216601280773;-0.000306498889723573;0;0;1
"RP1-122O8.7";0.20216601280773;-0.000385621125883768;0;0;1
"RP1-23E21.2";0.20216601280773;-0.000407457471368501;0;0;1
"SIM1";0.20216601280773;-0.000189498424773002;0;0;1
"DDO";0.20216601280773;-0.000493203404601242;0;0;1
"RFPL4B";0.20216601280773;-0.00114239866209788;0;0;1
"RP11-532N4.2";0.20216601280773;-0.000310902527800168;0;0;1
"ARG1";0.20216601280773;-0.000199993909886756;0;0;1
"OPRM1";0.20216601280773;-0.000382005876492658;0;0;1
"AC147651.4";0.20216601280773;-0.000482095454841375;0;0;1
"AC007161.5";0.20216601280773;-0.00032747376377184;0;0;1
"HOXA-AS2";0.20216601280773;-0.000352923650603871;0;0;1
"LINC01447";0.20216601280773;-0.0003097424438464;0;0;1
"KPNA7";0.20216601280773;-0.000493207790142748;0;0;1
"AC073842.19";0.20216601280773;-0.000561240335225961;0;0;1
"RP11-3B12.2";0.20216601280773;-0.000625079967113296;0;0;1
"PAX4";0.20216601280773;-0.000290283752015644;0;0;1
"LEP";0.20216601280773;-0.00019468620762108;0;0;1
"RP11-274B21.9";0.20216601280773;-0.000783542669517826;0;0;1
"AC009518.4";0.20216601280773;-0.00047396317927942;0;0;1
"AC006019.3";0.20216601280773;-0.000728310318234794;0;0;1
"PABPC5-AS1";0.20216601280773;-0.00031895014518522;0;0;1
"DCAF12L1";0.20216601280773;-0.000567322359232371;0;0;1
"AF011889.5";0.20216601280773;-0.00019541576311698;0;0;1
"CTD-2168K21.1";0.20216601280773;-0.000466809160437873;0;0;1
"RP11-44D19.1";0.20216601280773;-0.000197178491907188;0;0;1
"TSPYL5";0.20216601280773;-0.000495188986514778;0;0;1
"KB-1980E6.3";0.20216601280773;-0.000328862812732809;0;0;1
"RP11-661A12.9";0.20216601280773;-0.000472627640261457;0;0;1
"RP11-384P7.5";0.20216601280773;-0.000423044689249506;0;0;1
"RP11-375O18.2";0.20216601280773;-0.00045886764807207;0;0;1
"RP11-305L7.3";0.20216601280773;-0.000205689591164335;0;0;1
"ASPN";0.20216601280773;-0.000440657542901106;0;0;1
"RP11-435O5.7";0.20216601280773;-0.000285809768201731;0;0;1
"RP11-65N13.8";0.20216601280773;-0.000234306299354877;0;0;1
"RP11-426A6.5";0.20216601280773;-0.000179162955683375;0;0;1
"RRM1-AS1";0.20216601280773;-0.000716132493069949;0;0;1
"TIMM10B.1";0.20216601280773;-0.000295170445359309;0;0;1
"RP11-351I24.1";0.20216601280773;-0.000293946230643324;0;0;1
"MYOD1";0.20216601280773;-0.000434172774757412;0;0;1
"SAA2";0.20216601280773;-0.00026098079362565;0;0;1
"NAV2-AS2";0.20216601280773;-0.000281076126019619;0;0;1
"RP11-115J23.1";0.20216601280773;-0.000640251586101231;0;0;1
"RP11-460B17.3";0.20216601280773;-0.000461611677230173;0;0;1
"CTD-2210P24.3";0.20216601280773;-0.00029940179628421;0;0;1
"RP11-624G17.3";0.20216601280773;-0.000298044928129632;0;0;1
"BTBD18";0.20216601280773;-0.00027934198449606;0;0;1
"HNRNPUL2-BSCL2";0.20216601280773;-0.00038745102461373;0;0;1
"ARAP1-AS1";0.20216601280773;-0.000520672780389669;0;0;1
"TYR";0.20216601280773;-0.000373363781227635;0;0;1
"MTNR1B";0.20216601280773;-0.00025797641637849;0;0;1
"HEPHL1";0.20216601280773;-0.000301312180529772;0;0;1
"RP11-886D15.1";0.20216601280773;-0.000212045656859752;0;0;1
"AP000997.1";0.20216601280773;-0.00019736933813772;0;0;1
"CTD-2523D13.2";0.20216601280773;-0.000810215776807225;0;0;1
"RP11-831A10.2";0.20216601280773;-0.000390690813482189;0;0;1
"HEPACAM";0.20216601280773;-0.000531702523100541;0;0;1
"ADARB2-AS1";0.20216601280773;-0.000428472829957004;0;0;1
"TMEM72-AS1";0.20216601280773;-0.00057559327371721;0;0;1
"RP11-38L15.8";0.20216601280773;-0.000778281935606507;0;0;1
"SLC18A3";0.20216601280773;-0.000740679491586517;0;0;1
"LINC00844";0.20216601280773;-0.00028525374092097;0;0;1
"RP11-153K11.3";0.20216601280773;-0.000484711513738867;0;0;1
"RP11-342M3.5";0.20216601280773;-0.000237632427680362;0;0;1
"C10orf62";0.20216601280773;-0.000346020989344908;0;0;1
"RP11-501J20.5";0.20216601280773;-0.000439552939132348;0;0;1
"RP11-432J24.3";0.20216601280773;-0.000397512597109487;0;0;1
"RP11-476M19.2";0.20216601280773;-0.00020999120447252;0;0;1
"RP11-664D1.1";0.20216601280773;-0.00044262726237488;0;0;1
"RP11-319E16.1";0.20216601280773;-0.000291394975168307;0;0;1
"CLEC2B";0.20216601280773;-0.000240706773442316;0;0;1
"KLRC1";0.20216601280773;-0.000377028908260966;0;0;1
"TAS2R19";0.20216601280773;-0.000290547862630854;0;0;1
"SLCO1C1";0.20216601280773;-0.0002908993508277;0;0;1
"RP11-370I10.10";0.20216601280773;-0.000392024396016239;0;0;1
"KRT75";0.20216601280773;-0.000321994964487678;0;0;1
"KRT5";0.20216601280773;-0.000220065260230478;0;0;1
"KRT1";0.20216601280773;-0.00042262518890762;0;0;1
"APOF";0.20216601280773;-0.000250660432627486;0;0;1
"RP11-54A9.1";0.20216601280773;-0.000276365050185876;0;0;1
"RP1-81P11.1";0.20216601280773;-0.00048939546156625;0;0;1
"RP11-511B23.1";0.20216601280773;-0.000219125592041621;0;0;1
"SLC17A8";0.20216601280773;-0.000536018727799006;0;0;1
"RP11-864J10.4";0.20216601280773;-0.000421947019936442;0;0;1
"USP30-AS1";0.20216601280773;-0.000400774864848454;0;0;1
"AL021546.6";0.20216601280773;-0.000176350430328839;0;0;1
"RP13-895J2.2";0.20216601280773;-0.000175923424468867;0;0;1
"RP11-61K9.2";0.20216601280773;-0.00035455925085856;0;0;1
"NALCN-AS1";0.20216601280773;-0.000354610639802248;0;0;1
"GRK1";0.20216601280773;-0.000634115457866962;0;0;1
"RP11-536C10.7";0.20216601280773;-0.000281214069824817;0;0;1
"CTD-2503I6.1";0.20216601280773;-0.000588217531296298;0;0;1
"RP11-317N8.5";0.20216601280773;-0.000334091706719375;0;0;1
"RP11-662J14.2";0.20216601280773;-0.000306923912747645;0;0;1
"RP11-857B24.1";0.20216601280773;-0.000419592817288314;0;0;1
"CTD-2555O16.2";0.20216601280773;-0.000226123809480692;0;0;1
"CATSPERB";0.20216601280773;-0.000268861867024764;0;0;1
"RP11-1070N10.3";0.20216601280773;-0.000722176564059334;0;0;1
"RP11-107D24.2";0.20216601280773;-0.000539727788506043;0;0;1
"CTD-2515H24.2";0.20216601280773;-0.000448262987191931;0;0;1
"ODF3L1";0.20216601280773;-0.000596068856519019;0;0;1
"RP11-38G5.2";0.20216601280773;-0.000382072508529467;0;0;1
"CTD-2240J17.3";0.20216601280773;-0.000244214607170636;0;0;1
"CTD-2240J17.1";0.20216601280773;-0.000248167051592863;0;0;1
"HBM";0.20216601280773;-0.00027552714789846;0;0;1
"LMF1-AS1";0.20216601280773;-0.000570642709688756;0;0;1
"RP11-457I16.2";0.20216601280773;-0.000412324610362423;0;0;1
"RP11-455F5.5";0.20216601280773;-0.00026436670212625;0;0;1
"RP11-626K17.3";0.20216601280773;-0.000267894016867928;0;0;1
"RP11-44F14.8";0.20216601280773;-0.000234147886216027;0;0;1
"AC004158.3";0.20216601280773;-0.000759440539528506;0;0;1
"CTD-3060P21.1";0.20216601280773;-0.000245925586337655;0;0;1
"CTD-3195I5.3";0.20216601280773;-0.000329381475421615;0;0;1
"RP13-580F15.2";0.20216601280773;-0.000651911259195489;0;0;1
"TEKT1";0.20216601280773;-0.0010106445325132;0;0;1
"C17orf74";0.20216601280773;-0.000228139146402026;0;0;1
"RP11-524F11.2";0.20216601280773;-0.000573496352134877;0;0;1
"CTD-2349P21.11";0.20216601280773;-0.000260500555240058;0;0;1
"RP11-686D22.5";0.20216601280773;-0.000242082975550986;0;0;1
"AC006449.2";0.20216601280773;-0.000531322958091841;0;0;1
"RP11-669E14.6";0.20216601280773;-0.000651982859807407;0;0;1
"RP11-1079K10.3";0.20216601280773;-0.000191219326178242;0;0;1
"RP5-1107A17.3";0.20216601280773;-0.000265221186616925;0;0;1
"RP11-855A2.3";0.20216601280773;-0.000366014834752128;0;0;1
"RP11-1055B8.3";0.20216601280773;-0.000668482533573518;0;0;1
"RP11-2N1.2";0.20216601280773;-0.000294735512087688;0;0;1
"C20orf141";0.20216601280773;-0.000438999267191549;0;0;1
"LINC00654";0.20216601280773;-0.000358891402921309;0;0;1
"CASC20";0.20216601280773;-0.000306436077720438;0;0;1
"NKX2-4";0.20216601280773;-0.000343054866571415;0;0;1
"RP11-410N8.4";0.20216601280773;-0.000409440489404126;0;0;1
"LLNLR-284B4.1";0.20216601280773;-0.000226579867429565;0;0;1
"CTC-482H14.5";0.20216601280773;-0.000240209336156279;0;0;1
"CLEC4M";0.20216601280773;-0.00062994016163269;0;0;1
"AC130469.2";0.20216601280773;-0.000495941771197351;0;0;1
"TSPAN16";0.20216601280773;-0.000316092538974354;0;0;1
"CTD-2540B15.11";0.20216601280773;-0.000291483330578566;0;0;1
"FFAR1";0.20216601280773;-0.000529741402043019;0;0;1
"IFNL1";0.20216601280773;-0.000630886896314335;0;0;1
"PSG5";0.20216601280773;-0.00079219237099707;0;0;1
"AC006126.3";0.20216601280773;-0.000543652118337562;0;0;1
"KLK3";0.20216601280773;-0.000262413169291948;0;0;1
"AC003005.2";0.20216601280773;-0.00040118659438588;0;0;1
"LA16c-60D12.2";0.20216601280773;-0.000498366826290799;0;0;1
"CTA-390C10.9";0.20216601280773;-0.00019964241183693;0;0;1
"CTA-992D9.11";0.20216601280773;-0.00048185784352152;0;0;1
"RFPL1";0.20216601280773;-0.00125215720180119;0;0;1
"SC22CB-1D7.1";0.20216601280773;-0.000360429098773699;0;0;1
"NCF4";0.20216601280773;-0.000310722692350337;0;0;1
"CSF2RB";0.20216601280773;-0.000704289495858205;0;0;1
"GRAP2";0.20216601280773;-0.000131081849708479;0;0;1
"RP4-591N18.2";0.20216601280773;-0.000356338883509996;0;0;1
"C22orf34";0.20216601280773;-0.000322998026599927;0;0;1
"CHKB-CPT1B";0.20216601280773;-0.000684343619707154;0;0;1
"CH507-9B2.1";0.20216601280773;-0.000303712740740983;0;0;1
"CH507-513H4.3";0.20216601280773;-0.000460703756744475;0;0;1
"LIPI";0.20216601280773;-0.000268948813082077;0;0;1
"AP001469.7";0.20216601280773;-0.000389076870917449;0;0;1
"MMP9";0.202529276935912;-0.00844444946853498;0.035;0.031;1
"DFNB31";0.202535015807906;-0.0119146900437759;0.057;0.051;1
"STARD5";0.202775079872651;-0.00599254594503617;0.013;0.016;1
"GRASP";0.202930241165198;4.26437021515905e-05;0.01;0.008;1
"HSPB1";0.203048507258332;-0.0507205066745926;0.947;0.925;1
"CECR5";0.203075221654098;-0.0342028602239899;0.501;0.448;1
"PRH1";0.203199206276237;0.000452605334840967;0.01;0.008;1
"C12orf49";0.203344341319872;-0.0481069648218161;0.345;0.31;1
"LINC00632";0.203450540329232;-0.0381506485223742;0.147;0.133;1
"PLEKHA6";0.203609522433086;0.000974358843724859;0.014;0.011;1
"ZNF689";0.203664915061503;-0.0292316683708523;0.19;0.174;1
"EPPK1";0.203887034618761;-0.00757442398220496;0.05;0.045;1
"DST";0.203909859736578;-0.0451596950132109;0.296;0.265;1
"RP5-1068E13.7";0.203927365706905;0.00211710225868414;0.02;0.017;1
"KCNE2";0.204055825456228;-0.00134742282613517;0.002;0.003;1
